row_id,text_clean,label_num,label,subject
1524,"kingwood cove - free green fees ! kingwood cove - free green fees ! thanks for being a part of our e - mail offers club ! it ' s back for august - free green fees ! everyday after 10 am - cart rental required . print out and present this email offer the day of play . not valid with any other offers . ~ ~ ~ ~ ~ ~ ~ ~ this offer expires august 31 , [number] ~ ~ ~ ~ ~ ~ ~ ~ playing partner ' s email addresses : ( optional ) player 1 : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ @ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ player 2 : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ @ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ player 3 : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ @ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ player 4 : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ @ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ * * * visit : http : / / www . ttimeonline . com / index . html * * * * * * * * to view more free golf offers & promotions ! * * * * - - - you are currently subscribed to [number] - members as : dfarmer @ enron . com to unsubscribe send a blank email to",0,ham,kingwood cove - free green fees !
4288,"fw : whose needs ? ? ? ? ? ? ? ? fw : whose needs ? ? ? ? ? ? ? ? > perfect ! ! ! ! ! ! ! ! ! > > * * proprietary * * > > a husband and wife are getting all snugly > > > in bed . the passion is heating up . but then the wife stops and says > "" i > > > don ' t feel like it , i just want you to hold me . "" the husband says > > > "" what ? ? "" the wife explains that he must not be in tune with her > > emotional > > > needs as a woman . the husband realizes that nothing is going to > > happen > > > tonight and he might as well deal with it . > > > > > > so the next day the husband takes her shopping at a big > department > > > store . he walks around and has her try on three very expensive > > outfits . > > > she can ' t decide . he tells his wife to take all three of them . > then > > > they go over and get matching shoes worth $ 100 each . > > > and then they go to the jewelry dept . where she gets a set of > > diamond > > > ear rings . the wife is so excited . she thinks her husband has > flipped > > > out - but she does not care . > > > she goes for the tennis bracelet . the husband says "" but you don ' t > > even > > > play tennis , but ok if you like it then let ' s get it . "" the wife is > > > jumping up and down so excited she cannot even believe what is > going > > on . > > > she says "" i am ready to go , lets go to the cash register . "" > > > the husband stops and says , "" no , honey i don ' t feel like buying > all > > > this stuff now "" > > > the wife ' s face goes blank . he says "" honey - i just want you to hold > > > this stuff for a while . "" the look on her face is indescribable and > she > > > is about to explode and the husband says , > > > > > > "" you must not be in tune with my financial needs as a man . "" > > > > > > >",0,ham,fw : whose needs ? ? ? ? ? ? ? ?
2466,"welcome to woodworkingtips . com ! welcome to woodworkingtips . com ! * please save this welcome message * welcome to woodworkingtips . com ! if you ever need to get in contact with the owner of this list , send email to ( tips manager ) . go to if you ever want to change your email address . thanks for subscribing ! tips manager and visit our other woodworking and home improvement sites : 100 + downloadable plans on plansnow : woodsmith magazine : shopnotes magazine : workbench magazine : kits , jigs , tools , project plans : woodworking magazines back issues :",0,ham,welcome to woodworkingtips . com !
1359,"i can receive attachments on my hotmail address . i can ' t get on juno . send i can receive attachments on my hotmail address . i can ' t get on juno . send me one and see if i get it . send my wild thing . and send me something of jake . and please let me know if everything is ok with jake . love ya , ma get your private , free email at http : / / www . hotmail . com",0,ham,i can receive attachments on my hotmail address . i can ' t get on juno . send
1994,"look at this - - it ' s important ! ! ! ! ! look at this - - it ' s important ! ! ! ! ! ok , hopefully this got your attention . i just wanted to confirm my vacation days with you . i have april 13 , 14 and 17 , may 5 and august 10 . please let me know if these are the same as on your calendar . thanks .",0,ham,look at this - - it ' s important ! ! ! ! !
5025,"invitation to dinner invitation to dinner music can be started by clicking on the sound icon . to stop music , right click and end show : ) heather",0,ham,invitation to dinner
431,"jeff ' s corner - - a message from the ceo on the intranet jeff ' s corner - - a message from the ceo on the intranet as much as i ' d like to , i can ' t get to every floor or to every location across enron to talk with you about what is going on around the company . so i ' m doing the next best thing . beginning today , you can access a videotaped message from me about our second quarter results and our new strategy concerning enron broadband services . as you listen , i hope you find the information valuable and this new way of communicating easy and timely . i plan to do this regularly , so watch your e - mail for future messages . thanks for listening and have a great day . click on this link to access jeff ' s video message : http : / / home . enron . com / jeffscorner / if you encounter technical difficulties , please contact your it technical support representative .",0,ham,jeff ' s corner - - a message from the ceo on the intranet
2374,"digitize your memories with compaq scanners digitize your memories with compaq scanners tired of searching for your photos or important files ? quit looking . we have a solution . we  ' re offering a compaq tested and approved agfa ( tm ) snapscan touch usb scanner for just $ 99 . or for sharper photo reproduction , an epson ( tm ) perfection [number] u usb scanner is available for just $ 199 . picture having all your photos on your hard drive , scanned in and ready to e - mail to friends and family or to store in cd libraries . you ' ll also be able to unclutter that office , allowing you to store documents as easily as placing the original on the scanner bed and clicking . not only will these scanners simplify your life , but these great values come with easy - to - use software , are usb compatible and are ready to go a few moments out of the box . so stop your search . everything you need is just a click away . to order the agfa snapscan , go to http : / / greatideas . compaq . com / cgi - bin 6 / flo ? y = ecp 20 bdtnxori 0 crxv . to order the epson perfection , go to http : / / greatideas . compaq . com / cgi - bin 6 / flo ? y = ecp 20 bdtnxori 0 cryw . if you would rather not receive e - mails about future contests and promotions , service updates , product enhancements , cool activities or new products , please e - mail to remove your name from our mailing list . - attl . htm",0,ham,digitize your memories with compaq scanners
2088,"aol instant messenger confirmation aol instant messenger confirmation thank you for registering for the aol instant messenger ( sm ) service ! your registration for screen name dfarmer 770 has been received . you are now one step away from being able to : * communicate instantly - - it ' s fast , easy , fun and free ! * create your own buddy list ( r ) feature - - see when your friends and family are online . * meet new friends in our chat rooms or by searching our member directory . * follow your stocks and news headlines , exchange files and images and much , much more . please reply to this message within 48 hours to complete the registration process . simply click on reply and type ' ok ' as the text of your message so that we can confirm that your e - mail address is valid . confirming your registration is very important - - it ensures that using screen name dfarmer 770 you can use all current and future features of the aim ( sm ) service as well as the following great aol web products : * aol calendar ( sm ) ( aim . aol . com / redirects / aimemail / calendar . html ) * aol hometown ( sm ) ( aim . aol . com / redirects / aimemail / hometown . html ) * my aol . com ( aim . aol . com / redirects / aimemail / myaol . html ) * aol . com ( sm ) personal finance web center ( aim . aol . com / redirects / aimemail / finance . html ) as a security precaution you will not be able to obtain or change your password or update your e - mail address until you confirm your registration . upon confirmation you will receive a welcome message with valuable links to faqs and other helpful information . download the aol instant messenger ( tm ) software from the aol . com ( sm ) web site ( aim . aol . com / redirects / aimemail / download . html ) , if you have not already done so . to use the aim service when you are away from your computer , click here for information about our quick buddy service . again , thank you for registering for the aol instant messenger service ! you received this one - time - only e - mail because you successfully registered for the aim service .",0,ham,aol instant messenger confirmation
894,"lacy ' s eye exam lacy ' s eye exam please respond to hi bubba ! lacy got her eye exam yesterday . he said that she is very near sighted , but the diabetes has not affected her eyes at all . that was a relief . she ' s been having headaches , so i was concerned . they probably have been from her blood sugars being out of control . she is doing so much better now . i have stopped waking her up to check it in the night & the levels are so much better . she ' s acting a lot more like her old self now . a lot nicer to me . i guess her sugars out of control & all the stress of tiger dolls was what was wrong with her . she doesn ' t say the cruel things to me that she used to . i knew something had to be wrong with her . i thought surely i had not raised a child with such a mean spirit . anyway things are a lot better . tell cole that mimi hopes his eye appointment goes as well as lacy ' s . let him call to tell me about it . i hope he gets his teary eye "" fixed "" . lacy ' s eye doctor talked more about her teeth almost than he did her eyes . he couldn ' t believe her teeth are so perfect without braces . and she is so tanned , you can see her a mile away with those white teeth shining when she smiles . she has a dentist appointment for cleaning at the first part of next week . we ' ll talk later about when we are coming to your house . i ' m going to longview to a singles retreat sat . in case you call & i ' m not there . will be home sat . night . love ya , maw",0,ham,lacy ' s eye exam
2575,"important information about united healthcare - please read ! important information about united healthcare - please read ! to : houston area employees participating in the domestic medical plan benefits you may have recently received communication from united healthcare ( uhc ) concerning memorial hermann health systems ' ( mhhs ) decision to terminate their contract with uhc in the houston / beaumont area . this communication also included the names of physicians who will be dropped from the network due to this action . it is our intent to help you understand the situation . it is our understanding that memorial herman health systems asked for a 40 % increase in fees - a substantial increase that would have been passed on to you and enron ! when united healthcare attempted to negotiate with a counter proposal , memorial hermann cancelled their contract . while this contractual arrangement was between the hospital system and uhc , enron continues to support uhc in their ongoing contract negotiation efforts . at this time , it is only uhc which has been affected , however , it is our understanding that cigna has also been contacted by the hospital group and may be in contract negotiations at this time as well . many doctors have obtained admission privileges to other area hospitals within the uhc network or have contracted directly with uhc including those with admission privileges to the woodlands , sugarland and clear lake hospitals , to name a few . in a further effort to limit disruption to our affected employees and families who are enrolled in the uhc network or epo options , enron has authorized uhc to process claims incurred between september 28 and december 31 , [number] as if the termination of the memorial hermann health systems from the network had not occurred and in - network benefits applied . office visits will have a $ 10 copayment and all other charges will be covered at 90 % . hospital admissions will still need to be pre - certified with uhc . these steps have decreased the number of participants ' affected by primary care physician disruption from 1 , 050 to 127 . if you need medical attention : you or your doctor / hospital must call uhc ' s customer service number so proper benefits can be verified . in some cases the hospital or doctor may request payment at the time service is performed . if this should happen , please obtain an itemized statement and submit it to uhc with a claim form for prompt reimbursement . claim forms can be obtained by calling [phone] or in houston at [phone] ( press 1 ) . open enrollment materials will be coming soon . take this opportunity to consider your elections for [number] . united healthcare and enron hr are committed to assisting enron employees through this transition . we will communicate any further developments that may impact you or your family .",0,ham,important information about united healthcare - please read !
1101,"here ' s the list , dirty , but it ' s a list , let me know who you ' re looking at and i can dig further",0,ham,"here ' s the list , dirty , but it ' s a list , let me know who you ' re looking at and i can dig further"
741,"happy birthday ! ! ! happy birthday ! ! ! daren , i contend that a person should be given their birthday as a paid holiday . however , i know that the likelihood of your being off work during bid week is extremely slim . i hope that you have a great day anyway and a great weekend with your precious family . we ' ll give you a call this evening or over the weekend to extend our birthday greeting ( and so sally can sing to you ) . we are so looking forward to seeing you , tonya , cole and jake next weekend . we ' re disappointed that you will not be able to come until the weekend but are grateful that you are willing to share your family and allow them to come a few days early . we will certainly enjoy our visit with them . thank you for being the wonderful husband and best friend to tonya that you are . it gives sally and me such joy seeing tonya highly honored and loved by you . you are a wonderful father too and it ' s so apparent the bond of love that you enjoy with your sons . they watch your every move and hang on your every word . we ' re so very proud of you for being the spiritual leader of your family , for being such an outstanding provider for their every need , and for putting up with the "" outlaws "" . in addition to our friendship , i love you as my own son . again , happy birthday . david",0,ham,happy birthday ! ! !
544,christmas tree farm pictures,0,ham,christmas tree farm pictures
4972,"fw : quips fw : quips > remember , amateurs built the ark . > > professionals built the titanic . > > > > conscience is what hurts when everything else feels so good . > > > > talk is cheap because supply exceeds demand . > > > > stupidity got us into this mess - - why can ' t it get us out ? > > > > love is grand ; divorce is a hundred grand . > > > > even if you are on the right track , you ' ll get run over if you just sit > there . > > > > politicians and diapers have one thing in common . > > they should both be changed regularly and for the same reason . > > > > an optimist thinks that this is the best possible world . > > a pessimist fears that this is true . > > > > there is always death and taxes ; > > however death doesn ' t get worse every year . > > > > people will accept your ideas much more readily if you tell them that > > benjamin franklin said it first . > > > > it ' s easier to fight for one ' s principles than to live up to them . > > > > i don ' t mind going nowhere as long as it ' s an interesting path . > > > > anything free is worth what you pay for it . > > > > indecision is the key to flexibility . > > > > it hurts to be on the cutting edge . > > > > if it ain ' t broke , fix it till it is . > > > > i don ' t get even , i get odder . > > > > in just two days , tomorrow will be yesterday . > > > > i always wanted to be a procrastinator , never got around to it . > > > > dijon vu - - the same mustard as before . > > > > i am a nutritional overachiever . > > > > my inferiority complex is not as good as yours . > > > > i am having an out of money experience . > > > > i plan on living forever . so far , so good . > > > > i am in shape . round is a shape . > > > > not afraid of heights - - afraid of widths . > > > > practice safe eating - - always use condiments . > > > > a day without sunshine is like night . > > > > i have kleptomania , but when it gets bad , i take something for it . > > > > if marriage were outlawed , only outlaws would have in - laws . > > > > i am not a perfectionist . my parents were though . > > > > life is an endless struggle full of frustrations and challenges , but > > eventually you find a hair stylist you like . > > > > you ' re getting old when you get the same sensation from a rocking chair > that > > you once got from a roller coaster . > > > > one of life ' s mysteries is how a two pound box of candy can make a woman > gain > > five pounds . > > > > it ' s frustrating when you know all the answers , but nobody bothers to ask > > you > > the questions . > > > > the real art of conversation is not only to say the right thing at the > right > > time , but also to leave unsaid the wrong thing at the tempting moment . > > > > time may be a great healer , but it ' s also a lousy beautician . > > > > brain cells come and brain cells go , but fat cells live forever . > > > > age doesn ' t always bring wisdom , sometimes age comes alone . > > > > life not only begins at forty , it begins to show . > > > > you don ' t stop laughing because you grow old , you grow old because you > > stopped laughing . > > - attl . htm",0,ham,fw : quips
2229,"$ 5 for cd ' s dvd ' s expires soon at half . com $ 5 for cd ' s dvd ' s expires soon at half . com * * free $ 5 coupon at half . com * * o half . com is a new site for cds , books , movies , & video games o everything is 50 - 90 % off and you get $ 5 off your first $ 10 order o plus , free shipping with your first order of 3 or more items o be sure to pass this coupon on to all your friends ! ! ! click here for 5 bucks ! your coupon code is : lifestyle 5 "" use it or lose it "" expires soon ! ! click here for 5 bucks ! your coupon code is : lifestyle 5 the hottest titles at 50 % off while they last - including : cds - santana , n sync , dixie chicks , jay - z , and christina aguilera project , sixth sense and matrix dvds - world is not enough , blair witch and more . . . * * free $ 5 coupon at half . com * * click here for 5 bucks ! your coupon code is : lifestyle 5 on the shopping cart page , enter your $ 5 . 00 coupon code on the right side of the page . after submitting your code , your coupon will be displayed in your shopping cart . you have received this invitation to participate in our offer because you or someone using your e - mail address agreed to receive special promotional offers from retail trade services and its web site partners . if you wish to be excluded from future offers , please reply to this message and type "" unsubscribe "" in the subject line . all questions can be sent to : if you wish to know more about our privacy policies , please go to",0,ham,$ 5 for cd ' s dvd ' s expires soon at half . com
706,"the new power company ; reserved share program the new power company ; reserved share program enron u . s employees : a registration statement relating to a proposed initial public offering of shares of common stock of tnpc , inc . ( tnpc ) , an affiliate of enron corp . , has been filed with the securities and exchange commission . in connection with the proposed offering , tnpc has arranged to reserve a limited number of shares of tnpc ' s common stock for purchase by enron u . s . employees and certain other individuals ( reserved share program ) . if you have any interest in further information regarding the reserved share program , which has a deadline of october 2 , [number] , please execute the link to the following site where you will find a preliminary prospectus , a letter explaining the program , an expression of interest form , and an nasd questionnaire related to the offering : note : in the event that you are unable to execute the above link , please copy the link to the address line of your installed browser . the following statements are required to be included in this e - mail by the rules and regulations of the securities and exchange commission : "" a registration statement relating to the shares has been filed with the securities and exchange commission but has not yet become effective . these securities may not be sold nor may offers to buy be accepted prior to the time the registration statement becomes effective . this e - mail shall not constitute an offer to sell or the solicitation of an offer to buy nor shall there be any sales of these securities in any state in which such offer , solicitation or sale would be unlawful prior to registration or qualification under the securities laws of any such state . "" "" no offer to buy the securities can be accepted and no part of the purchase price can be received until the registration statement has become effective , and any such offer may be withdrawn or revoked , without obligation or commitment of any kind , at any time prior to notice of its acceptance given after the effective date . an indication of interest in response to this advertisement will involve no obligation or commitment of any kind . """,0,ham,the new power company ; reserved share program
652,"iwon member news : iwon tv show , new year of prizes , more ! iwon member news : iwon tv show , new year of prizes , more ! dear daren farmer , we ' ve just made two major announcements ! we will be awarding our $ 10 million annual grand prize , our march $ 1 million prize , a mercedes convertible and a trip for four to maui plus $ 25 , 000 spending money during our very own network tv show ! the first - ever "" iwon . com annual $ 10 million giveaway "" airs april 15 th , from 8 : 00 - 8 : 30 pm et / pt , on the cbs television network . get all the latest show news at : we ' re launching a new , bigger and better yearlong sweepstakes starting april lst ! what makes it bigger and better ? we ' re adding 30 - that ' s right , thirty - $ 1 , 000 cash prizes as part of our new weekly prize club , while continuing our $ 10 , 000 daily , $ 1 million monthly and $ 10 million annual sweepstakes . iwon just keeps getting better ! to learn more about our new prize structure and automatically be entered into our march bonus $ 20 , 000 sweepstakes , click here : click here for the official march bonus $ 20 , 000 sweepstakes rules : "" my iwon "" - all your personalized info on just one page ! personalize your "" my iwon "" page and you can enjoy all this at a glance : ? expanded news headlines ( add up to 16 categories ! ) ? local weather conditions ( now with more forecast information than ever ! ) ? sports scores ( with easy access to new associated press coverage ! ) ? daily horoscope ( featuring a new dating guide and more - one click away ! ) ? lottery results , stock updates , favorite links and more ! make "" my iwon "" all yours at : play free games and win big prizes at prizecentral . com ! choose from 15 games from solitaire to slots . earn tokens , and redeem for your choice of over $ 300 , 000 in monthly prizes like cash , dvd players , diamond earrings , toys , vacations and much more . everyone wins at prize central . prizes start at only 5 tokens . click here now to play for free ! introducing the new iwon tax center ! april 17 th is coming - have you done your taxes yet ? we have all the advice , tips and online forms you need , plus a withholding calculator , tax estimator and more ! visit the tax center at : good luck and have fun ! george nimeh vice president community and member services iwon . com http : / / www . iwon . com why wouldn ' t you ? need help ? if you have any questions about the iwon service , please visit our online help center . visit iwon help at : you received this newsletter because when you registered at iwon . com , you indicated that you wished to receive email from us about new features , events and special offers . we hope you found this newsletter useful . however , if you ' d like your name taken off the mailing list , you can update your preferences by changing your member profile . to update your member profile , go to the iwon homepage and click on "" my profile "" which is located at the bottom of the page . ( if you ' re not signed - in , you will need to do so before you can update your profile . ) from your member profile page , you can change your email preferences . update your profile at : no purchase necessary to enter the iwon sweepstakes or march $ 20 , 000 bonus sweepstakes . void where prohibited . promotions open to u . s . residents 18 or older . odds depend on number of entries . promotions end 4 / 1 / 00 . email distribution services for iwon . com provided by dartmail . * # * dfarmer @ ect . enron . com",0,ham,"iwon member news : iwon tv show , new year of prizes , more !"
387,"income tax income tax hey ! tonya said to staple copy b of the w - 2 to the tax return - - but on the one from camp it says copy c for payer or state copy , copy b for recipient ( keep for your records ) . so which one do i send ? the one from the school says send b but i ' m confused on the other one . what did the doctor say about tonya & the due date ? love , ma get your private , free email at http : / / www . hotmail . com",0,ham,income tax
3668,"welcome to aol instant messenger ! welcome to aol instant messenger ! welcome to the aol instant messenger ( sm ) service ! thank you for confirming your free aol instant messenger account . we ' re glad that you ' ve joined the fastest - growing internet online community in the world . start using the aim ( sm ) service today ! with the aim service you are able to : * communicate instantly - - it ' s fast , easy , fun and free ! * create your own buddy list ( r ) feature - - see when your friends and family are online . * meet new friends in our chat rooms or by searching our member directory . * follow your stocks and news headlines , exchange files and images and much , much more . check out our web site ! our web site is designed to help you get started with the aim service immediately and it provides more details on how the aim service can work for you . go to ( aim . aol . com / redirects / aimemail / aimhome . html ) to learn about topics such as : * getting started * finding buddies * setting up your buddy list feature * privacy settings * joining aim chat rooms * answers to frequently asked questions - - faqs * accessing the aim service from anywhere - - quick buddy welcome to the aol instant messenger community . see you online !",0,ham,welcome to aol instant messenger !
